Oregonian ID,Site Name,Address,City,State,Lat,Long,Inspection conducted?,Inspection report available?,Inspection year,Lead present?,Earlier lead discovery reported,Highest lead level detected (ug),Where highest lead level detected?,Lead present outside range?,Notes,Had firing range?,Firing range use,Additional details
290,New Albany Readiness Center,2909 Grant Line Road,New Albany,Indiana,38.3192354,-85.8213222,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
291,North Vernon Readiness Center,775 N. Madison Street,North Vernon,Indiana,39.0130518,-85.6322089,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
292,Peru Readiness Center,77 German Street,Peru,Indiana,40.7447566,-86.0601112,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
293,Plymouth Readiness Center,1220 W. Madison Street,Plymouth,Indiana,41.344098,-86.322698,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Cleared to reopen in late 2015 after temporary closure.
294,Remington Readiness Center,344 W. Division Street,Remington,Indiana,40.7658617,-87.1554412,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
295,Rensselaer Readiness Center,1417 E. Grace Street,Rensselaer,Indiana,40.933581,-87.1337079,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
296,Richmond Readiness Center,1199 W. Main Street,Richmond,Indiana,39.8291225,-84.9194941,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
297,Scottsburg Readiness Center,1015 S. Main Street,Scottsburg,Indiana,38.674445,-85.767732,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
298,Seymour Readiness Center,1925 1st Avenue,Seymour,Indiana,38.9331316,-85.9064444,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
299,Shelbyville AVN Flight Facility,3556 N. Michigan Road,Shelbyville,Indiana,39.579197,-85.813022,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
300,South Bend Readiness Center,1901 S. Kemble Avenue,South Bend,Indiana,41.653742,-86.263688,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Building has been remodeled.
301,Vincennes Readiness Center,1514 Emison Street,Vincennes,Indiana,38.65631,-87.534647,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
302,Warsaw Readiness Center,315 W. 350 N.,Warsaw,Indiana,41.283938,-85.849706,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
303,Washington Readiness Center,500 NE. 6th Street,Washington,Indiana,38.6615598,-87.1689565,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
304,Winchester Readiness Center,700 Western Avenue,Winchester,Indiana,40.164035,-84.986707,Yes,No,,Unknown,,,,Unknown,,Yes,Converted,Temporarily closed to the public 11/30/15.
305,Michigan City,3 Lake Shore Dr.,Michigan City,Indiana,41.7233551,-86.9041637,Yes,No,,Unknown,,,,Unknown,,Unknown,,Temporarily closed to the public 11/30/15.
306,Columbus,2160 Arnold ST,Columbus,Indiana,39.2544407,-85.9005367,Yes,No,,Unknown,,,,Unknown,,Unknown,,Temporarily closed to the public 11/30/15.
307,Valparaiso,1502 Linwood Ave,Valparaiso,Indiana,41.458969,-87.0423964,Yes,No,,Unknown,,,,Unknown,,Unknown,,Temporarily closed to the public 11/30/15.
1041,Algona,1511 N POW Camp Rd,Algona,Iowa,43.08184,-94.267316,Yes,Yes,2012,Yes,,"17,864",Former firing range,No,,Yes,Firing range,
1042,Ankeny,3700 SE Convenience Blvd,Ankeny,Iowa,41.6954106,-93.5724071,No,No,,Unknown,,,,Unknown,,Unknown,,
1043,Audubon,601 Southside Ave,Audubon,Iowa,41.7095993,-94.9211392,Yes,Yes,2012,No,,,,No,,Yes,,
1044,Boone,700 Snedden Dr,Boone,Iowa,42.0393304,-93.8541306,Yes,Yes,2013,Yes,,76,Drill floor window sill,Yes,,Yes,Offices,
1045,Burlington,2500 Summer Street,Burlington,Iowa,40.780828,-91.11642,No,No,,Unknown,,,,Unknown,,Yes,,
1047,Camp Dodge,7105 NW 70th Ave. Bldg #3375/S29,Johnston,Iowa,41.6893579,-93.7100838,No,No,,Unknown,,,,Unknown,,Yes,,
1049,Carroll,1712 Le Clark Rd,Carroll,Iowa,42.0786191,-94.8869198,Yes,Yes,2012,Yes,,"6,591",Behind firing line in firing range,Yes,263 ug in drill hall atop vending machine,Yes,Firing range,
1050,Cedar Rapids,1500 Wright Brothers Blvd SW,Cedar Rapids,Iowa,41.8919689,-91.6925795,Yes,Yes,2012,No,,,,No,,Yes,,
1051,Cedar Rapids,10400 18th Street SW,Cedar Rapids,Iowa,41.879792,-91.695902,No,No,,Unknown,,,,Unknown,,Yes,,
1052,Centerville,22800 Dewey Road,Centerville,Iowa,40.7106138,-92.8483167,Yes,Yes,2012,Yes,,"6,227",Table in firing range; supply room floor outside weapons vault,No,,Yes,Firing range,
1053,Chariton,1415 Lucas,Chariton,Iowa,41.0242516,-93.315686,No,No,,Unknown,,,,Unknown,,Yes,,
1054,Charles City,2003 Clark St,Charles City,Iowa,43.0587555,-92.6610562,No,No,,Unknown,,,,Unknown,,Yes,,
1055,Clinton,1200 13TH AVE N,Clinton,Iowa,41.8593457,-90.2144249,Yes,Yes,2012,Yes,,"68,000",Behind firing line in firing range,Yes,540 ug in drill hall atop vending machine,Yes,Firing range,
1056,Corning,1400 Hull St,Corning,Iowa,40.9948996,-94.7476551,Yes,Yes,2012,Yes,,"154,645",Behind firing line in firing range,Yes,122 ug on top of locker in classroom,Yes,Firing range,
1057,Council Bluffs,2415 E Kanesville Blvd,Council Bluffs,Iowa,41.2771479,-95.814705,Yes,Yes,2012,Yes,,"57,045",Firing range on prep table,No,,Yes,Firing range,
1058,Council Bluffs,5th and Pearl,Council Bluffs,Iowa,41.2570102,-95.8512617,No,No,,Unknown,,,,Unknown,,Yes,,
1059,Davenport AASF RC,9650 N Harrison St,Davenport,Iowa,41.6165546,-90.5816807,No,No,,Unknown,,,,Unknown,,Yes,,
1060,Davenport,3615 Brady Street,Davenport,Iowa,41.5571458,-90.5676704,No,No,,Unknown,,,,No,,No,,
1061,Denison,12 N 35th St,Denison,Iowa,42.017528,-95.3211374,Yes,Yes,2012,Yes,,"26,591",Vehicle bay on storage cabinet,Yes,"2,464 ug in vehicle bay; 564 ug on floor outside firing range",Yes,Firing range,
1062,Dubuque,5001 Old Hwy road,Dubuque,Iowa,42.4871159,-90.7502858,No,No,,Unknown,,,,Unknown,,Yes,,
1063,Estherville,403 S 18th St,Estherville,Iowa,43.3951635,-94.8183409,Yes,Yes,2012,Yes,,"31,818",Behind the firing line near the door. ,No,103 ug on floor by vault door,Yes,Firing range,
1064,Estherville,1726 Third Avenue South,Estherville,Iowa,43.3991363,-94.8212159,No,No,,Unknown,,,,Unknown,,Yes,,
1065,Fairfield,1505 W Stone Ave,Fairfield,Iowa,41.0137395,-91.97767,Yes,Yes,2014,No,,,,No,,Yes,Classrooms,
1066,Fort Dodge,1659 Nelson Ave,Fort Dodge,Iowa,42.5500173,-94.1781633,Yes,Yes,2014,Yes,,59,"Vault, on workbench",No,,No,,
1067,Glenwood,110 Sivers Road,Glenwood,Iowa,41.0476999,-95.7380921,No,No,,Unknown,,,,Unknown,,Yes,,
1068,Hampton,315 12th Avenue NW,Hampton,Iowa,42.7526517,-93.2111041,No,No,,Unknown,,,,Unknown,,Yes,,
1069,Iowa City,4540 Melrose Ave,Iowa City,Iowa,41.6579634,-91.6031767,No,No,,Unknown,,,,No,,No,,
1070,Iowa City,925 South Dubuque,Iowa City,Iowa,41.65,-91.533951,No,No,,Unknown,,,,Unknown,,Yes,,
1071,Iowa Falls,217 Georgetown Rd,Iowa Falls,Iowa,42.518707,-93.292465,Yes,Yes,2012,Yes,,"18,909",Behind firing line in firing range,Yes,151 ug atop vending machine on drill floor,Yes,Firing range,
1072,Jefferson,East Lincolnway,Jefferson,Iowa,42.0153006,-94.3675396,No,No,,Unknown,,,,Unknown,,Yes,,
1073,Keokuk,170 Boulevard Rd,Keokuk,Iowa,40.4161244,-91.4014106,No,No,,Unknown,,,,Unknown,,Yes,,
1074,Knoxville,1015 N Lincoln,Knoxville,Iowa,41.3275042,-93.1094694,Yes,Yes,2014,No,,,,No,,Yes,,
1075,Le Mars,1050 Lincoln St NE,Le Mars,Iowa,42.7994358,-96.1511081,No,No,,Unknown,,,,Unknown,,Yes,,
1076,Mapleton,305 Sioux Avenue,Mapleton,Iowa,42.1683843,-95.7942064,No,No,,Unknown,,,,No,,No,,
1077,Marshalltown,909 Summit St,Marshalltown,Iowa,42.052753,-92.927725,No,No,,Unknown,,,,Unknown,,Yes,,
1078,Mason City,1160 19th St SW,Mason City,Iowa,43.1339295,-93.2193101,Yes,Yes,2014,Yes,,53,"Kitchen, atop oven",Yes,,Yes,Locker room,
1079,Middletown,16815 Hwy 34,Middletown,Iowa,40.832303,-91.267027,No,No,,Unknown,,,,No,,No,,
1080,Mt. Pleasant,1000 S Walnut St,Mt. Pleasant,Iowa,40.9558315,-91.5447771,No,No,,Unknown,,,,Unknown,,Yes,,
1081,Muscatine,5801 Grandview Ave,Muscatine,Iowa,41.3607269,-91.1469982,No,No,,Unknown,,,,No,,No,,
1082,Muscatine,1421 Park Avenue,Muscatine,Iowa,41.441346,-91.029794,No,No,,Unknown,,,,Unknown,,Yes,,
1083,Newton,1030 W 2ND ST S,Newton,Iowa,41.691161,-93.053912,No,No,,Unknown,,,,No,,No,,
1084,Oelwein,201 10th St SE,Oelwein,Iowa,42.6640296,-91.9105473,No,No,,Unknown,,,,Unknown,,Yes,,
1085,Oskaloosa,2260 Hwy 63,Oskaloosa,Iowa,41.3138207,-92.6457207,Yes,Yes,2012,Yes,,114,Automated external defibrillator box in drill hall,Yes,,Yes,Firing range,
1086,Oskaloosa,716 North H,Oskaloosa,Iowa,41.3017071,-92.6544498,No,No,,Unknown,,,,Unknown,,Yes,,
1087,Ottumwa,2858 N Court St,Ottumwa,Iowa,41.0635494,-92.4094752,No,No,,Unknown,,,,Unknown,,Yes,,
1088,Perry,2930 Willis Ave,Perry,Iowa,41.8385227,-94.077762,No,No,,Unknown,,,,Unknown,,Yes,,
1089,Red Oak,2001 G Ave,Red Oak,Iowa,41.0111759,-95.2519186,No,No,,Unknown,,,,Unknown,,Yes,,
1090,Sheldon,920 Western Ave,Sheldon,Iowa,43.1822041,-95.8618887,No,No,,Unknown,,,,Unknown,,Yes,,
1091,Shenandoah,601 W Ferguson Rd,Shenandoah,Iowa,40.7717622,-95.3736272,No,No,,Unknown,,,,Unknown,,Yes,,
1092,Sioux City,3200 2nd Mech Dr,Sioux City,Iowa,42.3951979,-96.3699219,Yes,Yes,2014,Yes,,604,Training room,No,,Yes,"Weight room, training room",
1093,Spencer,11 E 23rd St,Spencer,Iowa,43.162171,-95.145855,No,No,,Unknown,,,,Unknown,,Yes,,
1094,Storm Lake,1601 Park St,Storm Lake,Iowa,42.636337,-95.182201,No,No,,Unknown,,,,Unknown,,Yes,,
1095,Villisca,306 East Third,Villisca,Iowa,40.9295935,-94.9771527,No,No,,Unknown,,,,Unknown,,Yes,,
1096,Washington,501 Hwy 1 S,Washington,Iowa,41.2957079,-91.7089912,No,No,,Unknown,,,,Unknown,,Yes,,
1097,Waterloo,3106 Airport Blvd,Waterloo,Iowa,42.5441315,-92.394172,Yes,Yes,2014,Yes,,79,Weapons vault,No,,Yes,,
1098,Waterloo AASF RC,2245 W Big Rock Rd,Waterloo,Iowa,42.5559471,-92.3780407,No,No,,Unknown,,,,Unknown,,Yes,,
1393,Breaux Armory,601 W Bridge St,Breaux Bridge,Louisiana,30.26986,-91.90295,Yes,Yes,2015,Yes,,"222,000",Firing range,Unknown,,Yes,Firing range,Did not survey outside the firing range.
1394,Colfax Armory,457 Richardson Dr,Colfax,Louisiana,31.519401,-92.698729,Yes,Yes,2015,Yes,,"246,000",Firing range,Yes,"298 ug outside firing range; 1,360 ug on table in firing range holding water containers",Yes,Firing range,
1395,Camp Beauregard,420 F St. ,Camp Beauregard,Louisiana,31.369841,-92.402919,Yes,Yes,2015,Yes,,"15,900",Firing range,Unknown,,Yes,,Did not survey outside the firing range.
1396,Lafayette,1806 Surry St.,Lafayette,Louisiana,30.209185,-91.9966,Yes,Yes,2015,Yes,,22,Hallway floor at Sgt. Majors portrait,Yes,,Yes,Storage,
1397,Shreveport ,410 E. Stoner Ave.,Shreveport,Louisiana,32.500026,-93.724293,Yes,Yes,2014,Yes,,"1,320",Weapons vault floor,Yes,96 ug on drill hall floor,Yes,,
308,Sanford,88 William Oscar Emery Dr,Sanford,Maine,43.4496773,-70.7798831,Yes,Yes,2012,Yes,,280,Locker storage on shelf under window,Unknown,,Yes,"Storage, workout room","Maj. Norman Stickney, a spokesman, said armory cleaned."
309,Lewiston,55 Alfred A. Plourde PKWY,Lewiston,Maine,44.065094,-70.1885439,Yes,Yes,2013,Yes,,290,Maintenance bay,Unknown,,Yes,,"Maj. Norman Stickney, a spokesman, said armory cleaned."
310,Westbrook,120 Stroudwater Ave,Westbrook,Maine,43.6748454,-70.3558422,Yes,Yes,2012,Yes,,480,"Locker room, shelf by door",Unknown,,Yes,,"Maj. Norman Stickney, a spokesman, said armory cleaned."
311,Augusta,179 Western Ave,Augusta,Maine,44.3134265,-69.7963317,Yes,Yes,2013,Yes,,510,Maintenance bay,Unknown,,Yes,,"Maj. Norman Stickney, a spokesman, said armory cleaned."
312,Norway,27 Elm St,Norway,Maine,44.2092391,-70.5380184,Yes,Yes,2012,Yes,,690,"Basement, former firing range floor by storage area",No,,Yes,Converted,"Maj. Norman Stickney, a spokesman, said armory cleaned."
313,Waterville,74 Drummond Ave,Waterville,Maine,44.5690314,-69.6282336,Yes,Yes,2013,Yes,,990,Former firing range atop electrical box,Yes,430 in boiler room; 350 ug in motor pool tool room,Yes,Converted,"Maj. Norman Stickney, a spokesman, said armory cleaned."
314,Calais,53 Calais AVE,Calais,Maine,45.1820572,-67.2806734,Yes,Yes,2012,Yes,,"1,600",Maintenance bay,Yes,140 ug in drill hall by entrance,Yes,,"Maj. Norman Stickney, a spokesman, said armory cleaned."
315,Houlton,82 Pleasant St,Houlton,Maine,46.1275,-67.82553,Yes,Yes,2012,Yes,,"2,800",Locker room,Unknown,,Yes,Office,"Maj. Norman Stickney, a spokesman, said armory cleaned."
316,Brewer,133 Elm St,Brewer,Maine,44.767342,-68.7725528,Yes,Yes,2012,Yes,,"3,000",Classroom window sill.,Yes,900 ug in boiler room; 630 ug of in drill hall atop a box,Yes,,"Maj. Norman Stickney, a spokesman, said armory cleaned."
317,Belfast,US Route 1,Belfast,Maine,44.412678,-69.007504,Yes,Yes,2013,Yes,,"3,900","Locker room, atop locker.",Yes,580 ug in PT area atop Automated External Defibrillator,Yes,,"Maj. Norman Stickney, a spokesman, said armory cleaned."
318,Bangor AFRC,300 Hildreth St.,Bangor,Maine,44.8083,-68.8432,No,No,,Unknown,,,,Unknown,,Yes,,
319,Ft. Fairfield,25 Columbia ST,Fort Fairfield,Maine,46.7696616,-67.8376238,No,No,,Unknown,,,,Unknown,,Yes,,
320,Ft Kent,Armory RD,Fort Kent,Maine,47.25134,-68.5868,No,No,,Unknown,,,,Unknown,,Yes,,
321,Gardiner,Brunswick Ave,Gardiner,Maine,44.1985682,-69.8017905,No,No,,Unknown,,,,Unknown,,Yes,,
322,Millinocket,45 Spring Street,Millinocket,Maine,45.6588042,-68.7071168,No,No,,Unknown,,,,Unknown,,Yes,,
323,Newport,81 North St,Newport,Maine,44.8399,-69.2749,No,No,,Unknown,,,,Unknown,,Yes,,
324,"Milk Street, Portland",20 Milk St,Portland,Maine,43.6570573,-70.2527389,No,No,,Unknown,,,,Unknown,,Yes,,
325,Presque Isle,North Main St,Presque Isle,Maine,46.6854333,-68.0141414,No,No,,Unknown,,,,Unknown,,Yes,,
326,Rumford,85 Lincoln Ave,Rumford,Maine,44.55328,-70.551261,No,No,,Unknown,,,,Unknown,,Yes,,
327,Skowhegan,9 Armory St,Skowhegan,Maine,44.7744803,-69.7148648,No,No,,Unknown,,,,Unknown,,Yes,,
328,Olney Readiness Center,5115 Riggs RD,Olney,Maryland,39.204377,-77.103308,No,No,,Unknown,,,,No,,No,Not designed with an indoor Range,
329,Adelphi Readiness Center,2600 Powder Mill RD,Adelphi,Maryland,39.028704,-76.9630059,No,No,,Unknown,,,,No,,No,Not designed with an indoor Range,
330,Cascade Readiness Center,13817 Ritchie RD,Cascade,Maryland,39.695239,-77.500517,No,No,,Unknown,,,,Unknown,,Yes,Airborne equipment / parachute repair facility,
331,Laurel Readiness Center,488 Montgomery ST,Laurel,Maryland,39.1051538,-76.8511957,No,No,,Unknown,,,,Unknown,,Yes,Converted to parts storage area for Field Maintenance Shop,
332,Annapolis Readiness Center,18 Willow St,Annapolis,Maryland,38.9853942,-76.5330046,No,No,,Unknown,,,,Unknown,,Yes,Locker room and storage area,
333,Fifth Regiment Armory,29th Division ST,Baltimore,Maryland,39.303345,-76.622565,No,No,,Unknown,,,,Unknown,,Yes,Museum storage,
334,Cade Readiness Center,2620 Winchester St,Baltimore,Maryland,39.302194,-76.659774,No,No,,Unknown,,,,Unknown,,Yes,Locker rooms,
335,Catonsville Readiness Center,130 Mellor Ave,Catonsville,Maryland,39.264715,-76.73164,No,No,,Unknown,,,,Unknown,,Yes,Physical fitness area,
336,Cheltenham Readiness Center,9900 Surratts RD,Cheltenham,Maryland,38.7350113,-76.8384607,No,No,,Unknown,,,,Unknown,,Yes,Physical fitness and multi-purpose training room,
337,Cumberland Readiness Center,1100 Brown Ave,Cumberland,Maryland,39.6412212,-78.7890451,No,No,,Unknown,,,,Unknown,,Yes,Locker room,
338,Dundalk Readiness Center,2101 North Point BLVD,Dundalk,Maryland,39.2864715,-76.499422,No,No,,Unknown,,,,Unknown,,Yes,"Currently under renovation, not sure of proposed use",
339,Easton Readiness Center,​7111 Ocean Gateway,Easton,Maryland,38.7441747,-76.0665328,No,No,,Unknown,,,,Unknown,,Yes,Storage area,
340,Edgewood Readiness Center,6170 Guardian Gateway,Aberdeen Proving Ground,Maryland,39.4894,-76.1612,No,No,,Unknown,,,,No,,No,Not designed with an indoor range,
341,Elkton Readiness Center,101 Railroad Ave,Elkton,Maryland,39.611451,-75.831296,No,No,,Unknown,,,,Unknown,,Yes,Locker room and storage area,
342,Ellicott City Readiness Center,4244 Montgomery RD,Ellicott City,Maryland,39.2543829,-76.8190803,No,No,,Unknown,,,,Unknown,,Yes,Locker room and classrooms,
343,Frederick Readiness Center,​8501 Old National Pike,Frederick,Maryland,39.3994655,-77.3730431,No,No,,Unknown,,,,Unknown,,Yes,Locker room and caretaker storage area,
344,Glen Arm Readiness Center,10901 Notchcliff RD,Glen Arm,Maryland,39.4292692,-76.5071841,No,No,,Unknown,,,,No,,No,Not designed with an indoor range,
345,Glen Burnie Readiness Center,14 Dorsey Rd,Glen Burnie,Maryland,39.1701745,-76.6325213,No,No,,Unknown,,,,Unknown,,Yes,Physical fitness area and classroom area,
346,Greenbelt Readiness Center,7100 Greenbelt RD,Greenbelt,Maryland,38.9961123,-76.882889,No,No,,Unknown,,,,Unknown,,Yes,Physical fitness area,
347,Hagerstown Readiness Center,18500 Roxbury RD,Hagerstown,Maryland,39.565343,-77.7260359,No,No,,Unknown,,,,No,,No,Not designed with an indoor range,
348,Havre De Grace Readiness Center,301 Old Bay LN,Havre De Grace,Maryland,39.5345551,-76.1057043,No,No,,Unknown,,,,Unknown,,Yes,Administration and logistical areas,
349,La Plata Readiness Center,6025 Rose Hill RD,La Plata,Maryland,38.547117,-77.040709,No,No,,Unknown,,,,Unknown,,Yes,Storage area,
350,Parkville Readiness Center,3727 Putty Hill,Parkville,Maryland,39.3783448,-76.5168082,No,No,,Unknown,,,,No,,No,Not designed with an indoor range,
351,Pax River Readiness Center,48000 Pine Hil RD,Lexington Park,Maryland,38.2646335,-76.4139466,No,No,,Unknown,,,,No,,No,Not designed with an indoor range,
352,Pikesville Readiness Center,610 Reisterstown RD,Pikesville,Maryland,39.3693196,-76.7186816,No,No,,Unknown,,,,Unknown,,Yes,Locker room and unit storage area,
353,Camp Fretterd Readiness Center,5404 Rue Saint Lo DR,Reisterstown,Maryland,39.4995471,-76.850168,No,No,,Unknown,,,,No,,No,Not designed with an indoor range,
354,Queen Anne Readiness Center,3011 Starr RD,Queen Anne,Maryland,38.924687,-75.95746,No,No,,Unknown,,,,Unknown,,Yes,Physical fitness and storage area,
355,Salisbury Readiness Center,28722 Ocean Gateway,Salisbury,Maryland,38.376193,-75.616246,No,No,,Unknown,,,,Unknown,,Yes,Demolished during renovation,
356,Ruhl Readiness Center,1035 York RD,Towson,Maryland,39.4129733,-76.6101203,No,No,,Unknown,,,,Unknown,,Yes,Physical fitness and storage area,
357,Westminster Readiness Center,350 Hahn RD,Westminster,Maryland,39.5873977,-76.9833817,No,No,,Unknown,,,,Unknown,,Yes,Demolished during renovation,
358,White Oak Readiness Center,12200 Cherry Hill Rd,White Oak Readiness Center,Maryland,39.059305,-76.957558,No,No,,Unknown,,,,Unknown,,Yes,Locker room,
359,Pontiac,233 N. Johnson St.,Pontiac,Michigan,42.6417192,-83.3093253,Yes,Yes,2016,Yes,,206,Floor in team room,Yes,132 ug in kitchen (former firing range),Yes,Kitchen,Inspection report (p. 32) shows former range converted in 2004 to kitchen.
360,Lansing MURC,3411 N. Martin Luther King Jr. Blvd.,Lansing,Michigan,42.7676042,-84.5708735,Yes,Yes,2014,No,,,,No,,Unknown,,
361,Lansing U.S. Property and Fiscal Office Armory,3323 N. Martin Luther King Jr. Blvd.,Lansing,Michigan,42.7664872,-84.5673725,Yes,Yes,2014,No,,,,No,,Unknown,,
362,Grand Ledge,10980 W. Eaton Hwy,Grand Ledge,Michigan,42.7704539,-84.8191999,Yes,Yes,2014,Yes,,585,Petroleum oil lubricant room - metal locker,Unknown,,Yes,,
363,Lansing Reserve Forces Support Center,3423 N. Martin Luther King Jr. Blvd.,Lansing,Michigan,42.7684892,-84.5678168,Yes,Yes,2014,Yes,,258,Near maintenance bench,Unknown,,Unknown,,
364,Alma,710 S State ST,Alma,Michigan,43.367533,-84.6622382,Yes,Yes,2014,Yes,,"1,901",Former firing range,Yes,Lead found in drill hall,Yes,,
365,Taylor,12450 S Beech Daly Rd,Taylor,Michigan,42.214206,-83.289602,Yes,Yes,2015,Yes,,894,Mechanical room,Yes,389 ug atop door in drill hall,Yes,Gym & storage,
366,Bay City,2510 E Wilder ST,Bay City,Michigan,43.6240829,-83.9511714,Yes,Yes,2015,Yes,,"5,586","Room 114, metal shelf",Yes,Lead atop drill hall soda machine,Yes,,
367,Adrian Armory,230 W. Maumee St.,Adrian,Michigan,41.9000244,-84.0386637,Yes,Yes,2014,Yes,,"2,161",Outside vault,Yes,Lead found in drill hall,Yes,Storage,
368,Greenville,319 S. Hillcrest St.,Greenville,Michigan,43.1782275,-85.2707119,Yes,Yes,2014,Yes,,"2,209",Drill room: window ledge above exit,Yes,593 ug atop soda machine in drill hall,Yes,,
369,Port Huron,2525 Dove ST,Port Huron,Michigan,42.9517585,-82.4532731,Yes,Yes,2015,Yes,,"7,500","Club, rafters in ceiling",Yes,"Lead throughout armory, including on fridge, basketball backboard",Yes,,
370,Sault Saint Marie,1170 E. Portage Ave,Sault Saint Marie,Michigan,46.4887,-84.314,Yes,Yes,2014,Yes,,"9,000",Old firing range,Yes,"Lead in kitchen; 457 ug on drill hall basketball backboard; 1,408 at base of basketball hoop",Yes,"Office, storage",
371,Gladstone Armory,604 S. 18th St.,Gladstone,Michigan,45.8387904,-87.032712,Yes,Yes,2014,Yes,,"9,491","Gun range locker room vent, on floor",No,,Yes,"Locker room, fitness machines, storage",
372,Albion,1023 N Clark ST,Albion,Michigan,42.2567998,-84.7366772,Yes,Yes,2014,Yes,,"112,909",Vent between firing range and garage,Unknown,,Yes,Locker room,Most recent inspection focused only on range itself.
373,Howell,725 Isbell St.,Howell,Michigan,42.6026141,-83.9389176,Yes,Yes,2015,Yes,,"28,273",Atop chemical storage cabinet,Yes,545 ug on floor fan,Yes,Locker room,
374,Dowagiac,700 W Praire Ronde,Dowagiac,Michigan,41.9911734,-86.1182223,Yes,Yes,2014,Yes,,"66,091",Gun range light fixture -- after renovation project,Yes,"40,227 ug on drill floor window sill; 324 ug on drill floor",Yes,Locker room,
375,Cheboygan,610 Cuyler ST,Cheboygan,Michigan,45.6359725,-84.4851757,Yes,Yes,2014,Yes,,"101,045",Atop soda machine,Yes,"Throughout armory, including on ice machine",Yes,Locker room,
376,Manistee,555 1st Street,Manistee,Michigan,44.2462553,-86.3363779,Yes,Yes,2015,Yes,,"122,955",Floor of old firing range,Unknown,,Yes,Storage,
377,Wyoming (Grand Valley),1200 44th street,Wyoming,Michigan,42.883364,-85.692655,Yes,Yes,2014,Yes,,"400,455",Former firing range,Yes,"Throughout armory, including on vents and hallways",Yes,Storage,
378,Iron River,9 E Franklin ST,Iron River,Michigan,46.097835,-88.638228,Yes,Yes,2014,Yes,,"462,273",Floor of old firing range.,Unknown,,Yes,Storage,Samples were taken inside range but not other rooms.
379,Ypsilanti,7400 S. Huron River Drive,Ypsilanti,Michigan,42.211092,-83.612562,Yes,Yes,2016,Yes,,576,"Supply cages, also in ventilation system and in medical scenario room",Yes, 349 ug in ventilation system; 94 ug in medical scenario room,Yes,Locker room,
380,Baraga,1005 Superior AVE,Baraga,Michigan,46.7724605,-88.4941481,No,No,,Unknown,,,,Unknown,,Unknown,,
381,Big Rapids,15900 190th AVE,Big Rapids,Michigan,43.697856,-85.4629821,No,No,,Unknown,,,,Unknown,,Unknown,,
382,Kalamazoo,5353 Parkview Ave.,Kalamazoo,Michigan,42.2597635,-85.6560603,Yes,Yes,2016,Yes,,615,Entry hallway,Unknown,46 ug on fridge in kitchen,Unknown,,Floor plan doesn't indicate which rooms are former firing range.
383,Kingsford,401 S Carpenter Ave,Kingsford,Michigan,45.8046172,-88.0697411,No,No,,Unknown,,,,Unknown,,Unknown,,
384,Marquette,1820 Lincoln AVE,Marquette,Michigan,46.5633298,-87.4114448,No,No,,Unknown,,,,Unknown,,Unknown,,
385,Midland,2847 E Airport RD,Midland,Michigan,43.6564972,-84.261248,No,No,,Unknown,,,,Unknown,,Unknown,,
386,Saginaw,1800 S Outer DR,Saginaw,Michigan,43.4098545,-83.8957805,No,No,,Unknown,,,,Unknown,,Unknown,,
387,Ishpeming,900 Palms Avenue,Ishpeming,Michigan,46.5057524,-87.6548751,Yes,Yes,2014,Yes,,105,Lower level cage areas bare metal,Unknown,,Unknown,,
388,Sturgis,1103 N. Centerville Road,Sturgis,Michigan,41.8146088,-85.4283989,Yes,Yes,2016,Yes,,"2,608",Mechanical room workbench,Yes,58 ug on drill floor where dining tables are stored,Yes,"Maintenance bay, vehicle storage",
389,Detroit Light Guard,4400 E 8 Mile RD,Detroit,Michigan,42.4463266,-83.0603851,Yes,Yes,2014,No,,,,No,,Yes,Locker room,
390,Jackson,100 Armory CT,Jackson,Michigan,42.2568115,-84.4064281,Yes,Yes,2014,Yes,,113,On ice machine,No,,No,,
391,Belmont,1650 House St,Belmont,Michigan,43.102082,-85.62594,Yes,Yes,2014,No,,,,No,,No,,No lead found in the 3 samples that were taken.
392,Charlotte,1310 Cochran ST,Charlotte,Michigan,42.5461241,-84.8358299,Yes,Yes,2014,Yes,,352,Pipe in drill room; floor of old horse stables,No,,No,,
393,Shiawassee,201 N Water St,Corunna,Michigan,42.9363706,-84.0279182,Yes,Yes,2014,No,,,,No,,No,,
